date,district,crime_type,count,latitude,longitude
2023-04-28,Mumbai,Assault,4,34.05754285379208,-118.23069823473188
2023-04-28,Mumbai,Vandalism,9,34.029151428274034,-118.25981002767884
2023-04-28,Mumbai,Burglary,3,34.043001018295534,-118.23720418668354
2023-04-29,Mumbai,Theft,12,34.03968077739526,-118.2244365459428
2023-04-29,Mumbai,Assault,5,34.05060798288413,-118.23357057115332
2023-04-29,Mumbai,Vandalism,14,34.0451986704705,-118.24047759119118
2023-04-29,Mumbai,Burglary,7,34.06690102781719,-118.25892950449384
2023-04-30,Mumbai,Theft,19,34.049194843195025,-118.2411866873954
2023-04-30,Mumbai,Assault,5,34.05228521072738,-118.23179111463551
2023-04-30,Mumbai,Vandalism,12,34.03823375034163,-118.2358852538114
2023-04-30,Mumbai,Burglary,11,34.06053160494026,-118.2244912885006
2023-05-01,Mumbai,Theft,15,34.04766537349631,-118.2322293135148
2023-05-01,Mumbai,Assault,4,34.06428274740652,-118.24845323417682
2023-05-01,Mumbai,Vandalism,11,34.0548388849435,-118.25824614748578
2023-05-01,Mumbai,Burglary,6,34.05313627861455,-118.24953694902764
2023-05-02,Mumbai,Theft,11,34.046896680992525,-118.24264566093863
2023-05-02,Mumbai,Assault,9,34.05805250825542,-118.24622137652648
2023-05-02,Mumbai,Vandalism,6,34.07692999926768,-118.257017474844
2023-05-02,Mumbai,Burglary,7,34.06161066551452,-118.23760090877346
2023-05-03,Mumbai,Theft,19,34.05106123392264,-118.2435496607446
2023-05-03,Mumbai,Assault,3,34.0556982791268,-118.2346922486821
2023-05-03,Mumbai,Vandalism,12,34.05074047727366,-118.24419065528468
2023-05-03,Mumbai,Burglary,5,34.04410432613154,-118.25392309656048
2023-05-04,Mumbai,Theft,17,34.074925276138046,-118.2331487282842
2023-05-04,Mumbai,Assault,8,34.04533717217787,-118.24124723067784
2023-05-04,Mumbai,Vandalism,13,34.04098031880051,-118.2480212104313
2023-05-04,Mumbai,Burglary,8,34.076609239654566,-118.26221238576152
2023-05-05,Mumbai,Theft,12,34.06009017251812,-118.23490653452971
2023-05-05,Mumbai,Assault,3,34.076728616211426,-118.23331644815096
2023-05-05,Mumbai,Vandalism,13,34.06443105293976,-118.24282945363193
2023-05-05,Mumbai,Burglary,5,34.07199384471414,-118.24659944066369
2023-05-06,Mumbai,Theft,21,34.07135642020659,-118.2509896582199
2023-05-06,Mumbai,Assault,11,34.05229770567353,-118.23994730550956
2023-05-06,Mumbai,Vandalism,10,34.069384534155695,-118.23076246844134
2023-05-06,Mumbai,Burglary,7,34.03650900975307,-118.24587950906243
2023-05-07,Mumbai,Theft,17,34.05699510562941,-118.23830345225656
2023-05-07,Mumbai,Assault,11,34.047464766184454,-118.24551645138908
2023-05-07,Mumbai,Vandalism,11,34.053552825085525,-118.2581721777926
2023-05-07,Mumbai,Burglary,3,34.047908177097725,-118.24290004144756
2023-05-08,Mumbai,Theft,16,34.042642456421774,-118.23185700568844
2023-05-08,Mumbai,Assault,9,34.054767191727954,-118.22930045958572
2023-05-08,Mumbai,Vandalism,11,34.06295626794017,-118.24913910053512
2023-05-08,Mumbai,Burglary,5,34.06045852669828,-118.24958340057309
2023-05-09,Mumbai,Theft,12,34.05902489209261,-118.24080215521342
2023-05-09,Mumbai,Assault,5,34.044757566330446,-118.25195769095468
2023-05-09,Mumbai,Vandalism,10,34.05785247123975,-118.2285575240002
2023-05-09,Mumbai,Burglary,8,34.05749525444328,-118.23513758587704
2023-05-10,Mumbai,Theft,12,34.054213608286844,-118.24791462297362
2023-05-10,Mumbai,Assault,6,34.0593257944661,-118.24238249890251
2023-05-10,Mumbai,Vandalism,9,34.05582450868626,-118.23460712603308
2023-05-10,Mumbai,Burglary,4,34.0615857106706,-118.23860124017094
2023-05-11,Mumbai,Theft,14,34.03616038248573,-118.24666371893754
2023-05-11,Mumbai,Assault,7,34.05578386613128,-118.24488069755922
2023-05-11,Mumbai,Vandalism,5,34.03975277203081,-118.2447620869172
2023-05-11,Mumbai,Burglary,12,34.06147645531803,-118.25000445190794
2023-05-12,Mumbai,Theft,11,34.05387681333449,-118.24009983534762
2023-05-12,Mumbai,Assault,7,34.04991848650712,-118.2542154755834
2023-05-12,Mumbai,Vandalism,9,34.04242245598958,-118.2511656335227
2023-05-12,Mumbai,Burglary,13,34.05638215078266,-118.24993840248688
2023-05-13,Mumbai,Theft,19,34.04222939672637,-118.2542725146202
2023-05-13,Mumbai,Assault,8,34.03256329876139,-118.25042408185794
2023-05-13,Mumbai,Vandalism,14,34.05511333643319,-118.21752726661028
2023-05-13,Mumbai,Burglary,7,34.05435550000645,-118.25445293903331
2023-05-14,Mumbai,Theft,10,34.04714890584589,-118.24214852981318
2023-05-14,Mumbai,Assault,6,34.055256502529765,-118.23796343036724
2023-05-14,Mumbai,Vandalism,9,34.052777541466675,-118.25923456133664
2023-05-14,Mumbai,Burglary,8,34.06224829149483,-118.242212265955
2023-05-15,Mumbai,Theft,13,34.05359662127687,-118.24314695814697
2023-05-15,Mumbai,Assault,9,34.04595090037577,-118.24587767524544
2023-05-15,Mumbai,Vandalism,15,34.05752049838486,-118.23658966019738
2023-05-15,Mumbai,Burglary,6,34.034832731822355,-118.24031526894689
2023-05-16,Mumbai,Theft,15,34.037048850637504,-118.248051933322
2023-05-16,Mumbai,Assault,15,34.04345223775746,-118.23930330277727
2023-05-16,Mumbai,Vandalism,13,34.06123891400636,-118.22264143655636
2023-05-16,Mumbai,Burglary,10,34.05984158299932,-118.24932093810148
2023-05-17,Mumbai,Theft,15,34.04641612878277,-118.22234917991072
2023-05-17,Mumbai,Assault,5,34.04682489729155,-118.24892308327472
2023-05-17,Mumbai,Vandalism,13,34.04053170715079,-118.24511925923608
2023-05-17,Mumbai,Burglary,5,34.04631405015438,-118.22752173276432
2023-05-18,Mumbai,Theft,13,34.04981980919551,-118.22684063446044
2023-05-18,Mumbai,Assault,6,34.04996408220096,-118.25940236654084
2023-05-18,Mumbai,Vandalism,9,34.064522838295105,-118.22553206763338
2023-05-18,Mumbai,Burglary,8,34.06567678085513,-118.26298613730388
2023-05-19,Mumbai,Theft,12,34.058253785558136,-118.23839707640934
2023-05-19,Mumbai,Assault,7,34.06038864065585,-118.23580173929582
2023-05-19,Mumbai,Vandalism,12,34.046828357376114,-118.25853805855034
2023-05-19,Mumbai,Burglary,5,34.06504916784875,-118.24843882869786
2023-05-20,Mumbai,Theft,19,34.03175669523799,-118.23992288239889
2023-05-20,Mumbai,Assault,12,34.06973375198724,-118.23740820142126
2023-05-20,Mumbai,Vandalism,12,34.03590906711369,-118.21069028105698
2023-05-20,Mumbai,Burglary,6,34.0730069251043,-118.24723790731144
2023-05-21,Mumbai,Theft,18,34.03524982207025,-118.2400268061215
2023-05-21,Mumbai,Assault,8,34.04405497407718,-118.25011845782764
2023-05-21,Mumbai,Vandalism,8,34.04484837689933,-118.22427921989836
2023-05-21,Mumbai,Burglary,7,34.03698740360322,-118.25108425005944
2023-05-22,Mumbai,Theft,17,34.04623739115455,-118.24345179445376
2023-05-22,Mumbai,Assault,9,34.0520373023909,-118.25515577535435
2023-05-22,Mumbai,Vandalism,14,34.06119786850763,-118.23807907737918
2023-05-22,Mumbai,Burglary,10,34.0561017219288,-118.23615945715154
2023-05-23,Mumbai,Theft,18,34.04221899339765,-118.24396414999087
2023-05-23,Mumbai,Assault,5,34.05279910439685,-118.23542775193128
2023-05-23,Mumbai,Vandalism,9,34.05597882282281,-118.2456729008912
2023-05-23,Mumbai,Burglary,3,34.026957783196785,-118.24865303242603
2023-05-24,Mumbai,Theft,19,34.07275220968516,-118.23734872906248
2023-05-24,Mumbai,Assault,3,34.05530328475962,-118.26390593500332
2023-05-24,Mumbai,Vandalism,8,34.053621931351415,-118.24532912193376
2023-05-24,Mumbai,Burglary,3,34.04586211354222,-118.22062311772264
2023-05-25,Mumbai,Theft,12,34.045326455656415,-118.23271764196475
2023-05-25,Mumbai,Assault,4,34.05551721946623,-118.2369139234093
2023-05-25,Mumbai,Vandalism,12,34.053310674731954,-118.26105733936949
2023-05-25,Mumbai,Burglary,7,34.06805679173101,-118.23414061939822
2023-05-26,Mumbai,Theft,13,34.052754533351575,-118.24285989809076
2023-05-26,Mumbai,Assault,17,34.044307534051136,-118.2346823531206
2023-05-26,Mumbai,Vandalism,17,34.05149366020348,-118.24518729587818
2023-05-26,Mumbai,Burglary,11,34.057006112152486,-118.2288556596156
2023-05-27,Mumbai,Theft,23,34.042308454820066,-118.24783810118622
2023-05-27,Mumbai,Assault,15,34.06679160994189,-118.24577356768694
2023-05-27,Mumbai,Vandalism,4,34.04403957999011,-118.24641271319456
2023-05-27,Mumbai,Burglary,7,34.04581926964733,-118.23675000331112
2023-05-28,Mumbai,Theft,21,34.04683545884977,-118.25062585719913
2023-05-28,Mumbai,Assault,5,34.06328980238527,-118.2693175156206
2023-05-28,Mumbai,Vandalism,11,34.0440707751764,-118.23076808231298
2023-05-28,Mumbai,Burglary,7,34.045222694840035,-118.23822463780718
2023-05-29,Mumbai,Theft,14,34.07274322205563,-118.235176368652
2023-05-29,Mumbai,Assault,7,34.05173956265628,-118.25676532641664
2023-05-29,Mumbai,Vandalism,9,34.05614921767208,-118.2588976788281
2023-05-29,Mumbai,Burglary,5,34.05200763238936,-118.23503178914083
2023-05-30,Mumbai,Theft,10,34.05171791614357,-118.22902617989465
2023-05-30,Mumbai,Assault,5,34.081822138644206,-118.22551841163325
2023-05-30,Mumbai,Vandalism,9,34.059012343199946,-118.23918102413884
2023-05-30,Mumbai,Burglary,5,34.06007358046694,-118.25340667767384
2023-05-31,Mumbai,Theft,19,34.05517448605224,-118.2397868223379
2023-05-31,Mumbai,Assault,6,34.05646983683862,-118.25024564941596
2023-05-31,Mumbai,Vandalism,10,34.05718314420453,-118.23672192864268
2023-05-31,Mumbai,Burglary,5,34.04009125966882,-118.23995067131553
2023-06-01,Mumbai,Theft,21,34.04946515766695,-118.2634489503107
2023-06-01,Mumbai,Assault,9,34.04640722027054,-118.24787448969056
2023-06-01,Mumbai,Vandalism,11,34.06210996179725,-118.22999491346891
2023-06-01,Mumbai,Burglary,7,34.04471729002026,-118.2393711350536
2023-06-02,Mumbai,Theft,19,34.04039990912653,-118.24028523260954
2023-06-02,Mumbai,Assault,7,34.06018477010445,-118.23850511125852
2023-06-02,Mumbai,Vandalism,5,34.046160774062564,-118.24704850729611
2023-06-02,Mumbai,Burglary,8,34.07370310793331,-118.25374704860708
2023-06-03,Mumbai,Theft,20,34.04498303545984,-118.2442244769965
2023-06-03,Mumbai,Assault,8,34.05799972171034,-118.25359659287513
2023-06-03,Mumbai,Vandalism,20,34.04303361306636,-118.24481354402386
2023-06-03,Mumbai,Burglary,10,34.05009844395809,-118.25304723180808
2023-06-04,Mumbai,Theft,17,34.04009818094902,-118.23672606673806
2023-06-04,Mumbai,Assault,8,34.02675924481266,-118.25381038862734
2023-06-04,Mumbai,Vandalism,11,34.06622904783962,-118.24714363330678
2023-06-04,Mumbai,Burglary,8,34.06224821691758,-118.2479343658318
2023-06-05,Mumbai,Theft,16,34.074976889260306,-118.2323108938852
2023-06-05,Mumbai,Assault,5,34.02994064582042,-118.24605980098868
2023-06-05,Mumbai,Vandalism,10,34.04730055979026,-118.26042159513644
2023-06-05,Mumbai,Burglary,8,34.04573124097929,-118.23010708575664
2023-06-06,Mumbai,Theft,23,34.0566228163833,-118.25235299275136
2023-06-06,Mumbai,Assault,5,34.05983945363715,-118.24414919538157
2023-06-06,Mumbai,Vandalism,6,34.04666721427132,-118.25602357504322
2023-06-06,Mumbai,Burglary,7,34.046581153487374,-118.23894798372054
2023-06-07,Mumbai,Theft,17,34.0467998566143,-118.2374573084566
2023-06-07,Mumbai,Assault,12,34.06364881623698,-118.24178006211378
2023-06-07,Mumbai,Vandalism,4,34.06812225073649,-118.24058610062303
2023-06-07,Mumbai,Burglary,5,34.05689596483294,-118.26325086113918
2023-06-08,Mumbai,Theft,16,34.048974778808926,-118.23251831451628
2023-06-08,Mumbai,Assault,4,34.055048710174106,-118.2266595352018
2023-06-08,Mumbai,Vandalism,8,34.05072011252477,-118.22660236748337
2023-06-08,Mumbai,Burglary,4,34.06937647686681,-118.24028820370997
2023-06-09,Mumbai,Theft,23,34.058500931581314,-118.2388298284358
2023-06-09,Mumbai,Assault,9,34.06294848721681,-118.23719260295908
2023-06-09,Mumbai,Vandalism,10,34.05594778530858,-118.24239325100108
2023-06-09,Mumbai,Burglary,10,34.05936921952385,-118.26115969032476
2023-06-10,Mumbai,Theft,19,34.05707313163053,-118.23577259823696
2023-06-10,Mumbai,Assault,10,34.04175812821136,-118.23522071246646
2023-06-10,Mumbai,Vandalism,12,34.06061081538606,-118.23141271944772
2023-06-10,Mumbai,Burglary,8,34.05700500233136,-118.23909655195176
2023-06-11,Mumbai,Theft,18,34.056208610114666,-118.25188231983503
2023-06-11,Mumbai,Assault,17,34.05108072749595,-118.2553698818214
2023-06-11,Mumbai,Vandalism,11,34.06426899348972,-118.2654016093856
2023-06-11,Mumbai,Burglary,5,34.04264598134893,-118.23710277530613
2023-06-12,Mumbai,Theft,13,34.04153232445315,-118.24133815844702
2023-06-12,Mumbai,Assault,3,34.04456512375286,-118.26103013788492
2023-06-12,Mumbai,Vandalism,3,34.035738036996214,-118.24240477921732
2023-06-12,Mumbai,Burglary,9,34.05777470528092,-118.25320790918532
2023-06-13,Mumbai,Theft,20,34.05398290941125,-118.2631525169696
2023-06-13,Mumbai,Assault,11,34.03743802559294,-118.22944566720471
2023-06-13,Mumbai,Vandalism,9,34.044065579439945,-118.23126454398904
2023-06-13,Mumbai,Burglary,6,34.06071883409377,-118.23312956580835
2023-06-14,Mumbai,Theft,18,34.05776717976633,-118.23757115928235
2023-06-14,Mumbai,Assault,9,34.04430647634097,-118.25808426718775
2023-06-14,Mumbai,Vandalism,6,34.04564457464189,-118.2387089355802
2023-06-14,Mumbai,Burglary,8,34.046396449971475,-118.22422671513095
2023-06-15,Mumbai,Theft,8,34.060731102644496,-118.22706957740404
2023-06-15,Mumbai,Assault,8,34.057597236797385,-118.2530492408144
2023-06-15,Mumbai,Vandalism,15,34.0664973526619,-118.22631853241674
2023-06-15,Mumbai,Burglary,7,34.05118097628225,-118.25355587820673
2023-06-16,Mumbai,Theft,14,34.060609186365305,-118.26049426619385
2023-06-16,Mumbai,Assault,5,34.042099135411405,-118.24208815077748
2023-06-16,Mumbai,Vandalism,9,34.05416991156117,-118.24867590744644
2023-06-16,Mumbai,Burglary,6,34.03567897668307,-118.25132622916436
2023-06-17,Mumbai,Theft,27,34.05463986187998,-118.24123652047052
2023-06-17,Mumbai,Assault,8,34.04511813838641,-118.23114062959984
2023-06-17,Mumbai,Vandalism,17,34.05794561717536,-118.24784210780928
2023-06-17,Mumbai,Burglary,8,34.04275247147991,-118.26492133412675
2023-06-18,Mumbai,Theft,18,34.04741965987368,-118.24197030192045
2023-06-18,Mumbai,Assault,11,34.043269694980914,-118.25759847066058
2023-06-18,Mumbai,Vandalism,16,34.047430206106775,-118.24986536927128
2023-06-18,Mumbai,Burglary,7,34.0629952351605,-118.23678171208688
2023-06-19,Mumbai,Theft,11,34.05235568274813,-118.24872971010907
2023-06-19,Mumbai,Assault,11,34.03952211435738,-118.24108960017412
2023-06-19,Mumbai,Vandalism,5,34.05592969337209,-118.25807487295508
2023-06-19,Mumbai,Burglary,2,34.06547990588184,-118.24533925976756
2023-06-20,Mumbai,Theft,16,34.065551046172686,-118.23431388921377
2023-06-20,Mumbai,Assault,12,34.05369265510393,-118.22774771954096
2023-06-20,Mumbai,Vandalism,14,34.042166559362535,-118.2448003342426
2023-06-20,Mumbai,Burglary,4,34.05546381007846,-118.23008962639068
2023-06-21,Mumbai,Theft,8,34.05431380654646,-118.23187105061122
2023-06-21,Mumbai,Assault,15,34.03675545090916,-118.26052067283698
2023-06-21,Mumbai,Vandalism,9,34.06536099451851,-118.23048788873923
2023-06-21,Mumbai,Burglary,7,34.03606098544521,-118.25018132433888
2023-06-22,Mumbai,Theft,9,34.054243198839885,-118.25557130332284
2023-06-22,Mumbai,Assault,5,34.05155602459375,-118.27699503797508
2023-06-22,Mumbai,Vandalism,7,34.03884393333354,-118.25030381370536
2023-06-22,Mumbai,Burglary,7,34.065503435074895,-118.2248214101204
2023-06-23,Mumbai,Theft,18,34.057268025945525,-118.24945490213096
2023-06-23,Mumbai,Assault,10,34.04286528841575,-118.23981978194702
2023-06-23,Mumbai,Vandalism,10,34.04428275726111,-118.22648896760862
2023-06-23,Mumbai,Burglary,10,34.03945040871618,-118.2511125536751
2023-06-24,Mumbai,Theft,20,34.05011493569046,-118.24901775700964
2023-06-24,Mumbai,Assault,9,34.072649387980306,-118.24144829067774
2023-06-24,Mumbai,Vandalism,6,34.03236237790547,-118.24890209013456
2023-06-24,Mumbai,Burglary,15,34.019696665238044,-118.22257910672748
2023-06-25,Mumbai,Theft,25,34.04295355981552,-118.24659921153024
2023-06-25,Mumbai,Assault,13,34.04340160693899,-118.2426926419188
2023-06-25,Mumbai,Vandalism,9,34.07397554188681,-118.23951908572494
2023-06-25,Mumbai,Burglary,7,34.04545062143087,-118.25062943230148
2023-06-26,Mumbai,Theft,21,34.04472778167779,-118.23773991327016
2023-06-26,Mumbai,Assault,7,34.04149245623661,-118.23403907144645
2023-06-26,Mumbai,Vandalism,10,34.05497421111237,-118.25142973434168
2023-06-26,Mumbai,Burglary,9,34.05745144658788,-118.23010281787
2023-06-27,Mumbai,Theft,17,34.05208389885545,-118.22780436667138
2023-06-27,Mumbai,Assault,13,34.06605437781656,-118.24711199732694
2023-06-27,Mumbai,Vandalism,12,34.07524089783549,-118.24407892831796
2023-06-27,Mumbai,Burglary,8,34.06501495399253,-118.23297814162572
2023-06-28,Mumbai,Theft,21,34.05085484872177,-118.2376488466546
2023-06-28,Mumbai,Assault,17,34.060001577172564,-118.22905133893497
2023-06-28,Mumbai,Vandalism,6,34.05538372450059,-118.24925635888177
2023-06-28,Mumbai,Burglary,8,34.04818826828252,-118.23511648766996
2023-06-29,Mumbai,Theft,17,34.04353993291017,-118.23158360374352
2023-06-29,Mumbai,Assault,11,34.041873573018776,-118.2471969874536
2023-06-29,Mumbai,Vandalism,18,34.05245672315208,-118.24350796579034
2023-06-29,Mumbai,Burglary,14,34.03702746139428,-118.254391176607
2023-06-30,Mumbai,Theft,20,34.03427049422716,-118.23902383720056
2023-06-30,Mumbai,Assault,7,34.048110008207736,-118.25899427720032
2023-06-30,Mumbai,Vandalism,13,34.06486427037627,-118.25392101293964
2023-06-30,Mumbai,Burglary,11,34.05730308006263,-118.24048484053772
2023-07-01,Mumbai,Theft,20,34.0561609100486,-118.23639893902
2023-07-01,Mumbai,Assault,20,34.060762393195986,-118.22644480595436
2023-07-01,Mumbai,Vandalism,17,34.0594574007527,-118.2591897966167
2023-07-01,Mumbai,Burglary,8,34.04732128825184,-118.25235389505046
2023-07-02,Mumbai,Theft,20,34.048963509552905,-118.245966932699
2023-07-02,Mumbai,Assault,20,34.06142173456507,-118.24499790829204
2023-07-02,Mumbai,Vandalism,17,34.06074944651056,-118.23835531464933
2023-07-02,Mumbai,Burglary,11,34.053860188478744,-118.23373537384587
2023-07-03,Mumbai,Theft,26,34.05573393797459,-118.24519966291172
2023-07-03,Mumbai,Assault,10,34.0410457999647,-118.25060338123345
2023-07-03,Mumbai,Vandalism,11,34.03423802244665,-118.25120258807692
2023-07-03,Mumbai,Burglary,4,34.05808236794515,-118.23054874664776
2023-07-04,Mumbai,Theft,24,34.0697084107165,-118.25603817801776
2023-07-04,Mumbai,Assault,10,34.062587278999146,-118.25608161144336
2023-07-04,Mumbai,Vandalism,12,34.05159719250972,-118.2538088149659
2023-07-04,Mumbai,Burglary,4,34.06502847553046,-118.24614701656728
2023-07-05,Mumbai,Theft,16,34.067393945969414,-118.23001591981442
2023-07-05,Mumbai,Assault,9,34.06235594809751,-118.23072769646488
2023-07-05,Mumbai,Vandalism,12,34.04427732014036,-118.25708052900536
2023-07-05,Mumbai,Burglary,8,34.06985409213473,-118.25008030165652
2023-07-06,Mumbai,Theft,19,34.05507267929121,-118.24407914678132
2023-07-06,Mumbai,Assault,4,34.052379725793685,-118.21671959543184
2023-07-06,Mumbai,Vandalism,24,34.05531634298807,-118.23724703041567
2023-07-06,Mumbai,Burglary,9,34.04025841343908,-118.24689008030474
2023-07-07,Mumbai,Theft,16,34.080441670094025,-118.2322669572567
2023-07-07,Mumbai,Assault,5,34.06256385908587,-118.2415770038234
2023-07-07,Mumbai,Vandalism,6,34.05460580757727,-118.23132849024522
2023-07-07,Mumbai,Burglary,4,34.06532207993602,-118.23183146209496
2023-07-08,Mumbai,Theft,14,34.04543029708939,-118.25807602536112
2023-07-08,Mumbai,Assault,15,34.05331432332724,-118.24550191189664
2023-07-08,Mumbai,Vandalism,14,34.04411680461402,-118.23965910385785
2023-07-08,Mumbai,Burglary,5,34.04787014091187,-118.25821873616871
2023-07-09,Mumbai,Theft,34,34.061145914825694,-118.25417335894338
2023-07-09,Mumbai,Assault,13,34.05848259467887,-118.23602330511235
2023-07-09,Mumbai,Vandalism,13,34.053187039684154,-118.2277687894349
2023-07-09,Mumbai,Burglary,8,34.04451858606507,-118.24774462287924
2023-07-10,Mumbai,Theft,15,34.05413809008331,-118.24376400752604
2023-07-10,Mumbai,Assault,8,34.0485590008984,-118.25636720702131
2023-07-10,Mumbai,Vandalism,6,34.03245988044954,-118.25039142750668
2023-07-10,Mumbai,Burglary,5,34.05241404045401,-118.23189473708769
2023-07-11,Mumbai,Theft,20,34.0590195388131,-118.2421645144574
2023-07-11,Mumbai,Assault,6,34.05427519637716,-118.23287621288677
2023-07-11,Mumbai,Vandalism,6,34.06835981679918,-118.2606709614329
2023-07-11,Mumbai,Burglary,5,34.06261666733084,-118.26785363262078
2023-07-12,Mumbai,Theft,20,34.04664874844196,-118.26527036725224
2023-07-12,Mumbai,Assault,6,34.05918975818345,-118.24213894647518
2023-07-12,Mumbai,Vandalism,10,34.03897203247761,-118.22871307682672
2023-07-12,Mumbai,Burglary,10,34.050070213434495,-118.24626355642852
2023-07-13,Mumbai,Theft,22,34.048906035440375,-118.24690169508222
2023-07-13,Mumbai,Assault,19,34.04679714472104,-118.25302948470171
2023-07-13,Mumbai,Vandalism,8,34.04592245013242,-118.25028175274136
2023-07-13,Mumbai,Burglary,6,34.07318841230352,-118.23697832417749
2023-07-14,Mumbai,Theft,29,34.038897076436854,-118.24554269473046
2023-07-14,Mumbai,Assault,10,34.05300915225527,-118.24538205290632
2023-07-14,Mumbai,Vandalism,14,34.056998283715195,-118.24641511183104
2023-07-14,Mumbai,Burglary,14,34.03952422295467,-118.24209024502412
2023-07-15,Mumbai,Theft,27,34.04811327654294,-118.25659382089104
2023-07-15,Mumbai,Assault,14,34.059548113435106,-118.24711520415006
2023-07-15,Mumbai,Vandalism,19,34.061130774345656,-118.2520979740735
2023-07-15,Mumbai,Burglary,11,34.04708894787671,-118.23819443067174
2023-07-16,Mumbai,Theft,19,34.05936879534819,-118.26262084925584
2023-07-16,Mumbai,Assault,13,34.040860536640324,-118.24289614961236
2023-07-16,Mumbai,Vandalism,19,34.074233098152575,-118.2373784837031
2023-07-16,Mumbai,Burglary,10,34.06168865245447,-118.24749245907772
2023-07-17,Mumbai,Theft,25,34.04240977870424,-118.23608657643209
2023-07-17,Mumbai,Assault,9,34.06452647504382,-118.25954383426668
2023-07-17,Mumbai,Vandalism,21,34.03471932528086,-118.22976141527032
2023-07-17,Mumbai,Burglary,13,34.061066387211135,-118.23891325632414
2023-07-18,Mumbai,Theft,18,34.03343304891539,-118.23854144671976
2023-07-18,Mumbai,Assault,11,34.04095253469136,-118.25912416203887
2023-07-18,Mumbai,Vandalism,25,34.052123321979515,-118.24207501489752
2023-07-18,Mumbai,Burglary,5,34.044294007788686,-118.2428431888836
2023-07-19,Mumbai,Theft,24,34.049683105092306,-118.24077703987386
2023-07-19,Mumbai,Assault,15,34.058440091321124,-118.23173382263997
2023-07-19,Mumbai,Vandalism,17,34.04841806314893,-118.23915311048049
2023-07-19,Mumbai,Burglary,7,34.05914816142923,-118.2519892662902
2023-07-20,Mumbai,Theft,26,34.0673319168432,-118.24180222386074
2023-07-20,Mumbai,Assault,12,34.058116247232846,-118.22816166857704
2023-07-20,Mumbai,Vandalism,15,34.050756880675834,-118.23366363121632
2023-07-20,Mumbai,Burglary,13,34.08018565912031,-118.24370653073916
2023-07-21,Mumbai,Theft,19,34.05947462194532,-118.24302292189984
2023-07-21,Mumbai,Assault,9,34.033499389013144,-118.24355332627314
2023-07-21,Mumbai,Vandalism,12,34.045482863431225,-118.26032199495724
2023-07-21,Mumbai,Burglary,9,34.046232416819805,-118.26424754692434
2023-07-22,Mumbai,Theft,13,34.03477112026183,-118.2654538143204
2023-07-22,Mumbai,Assault,13,34.05256905338553,-118.23348600231118
2023-07-22,Mumbai,Vandalism,14,34.04516313234508,-118.25112279685509
2023-07-22,Mumbai,Burglary,9,34.0503163415338,-118.24485482896392
2023-07-23,Mumbai,Theft,27,34.045561104943864,-118.23320999298934
2023-07-23,Mumbai,Assault,10,34.05550108010115,-118.25221692824422
2023-07-23,Mumbai,Vandalism,27,34.05019427167108,-118.25653149045417
2023-07-23,Mumbai,Burglary,3,34.04090128983467,-118.24748392692696
2023-07-24,Mumbai,Theft,16,34.05266383557917,-118.25698643574228
2023-07-24,Mumbai,Assault,9,34.05648838297805,-118.24652807265112
2023-07-24,Mumbai,Vandalism,20,34.04222748765543,-118.2390325076588
2023-07-24,Mumbai,Burglary,4,34.05391039492637,-118.24236321161764
2023-07-25,Mumbai,Theft,18,34.055787413881085,-118.23701666770394
2023-07-25,Mumbai,Assault,12,34.04090514422405,-118.27301096763712
2023-07-25,Mumbai,Vandalism,10,34.07193124665786,-118.24061324705944
2023-07-25,Mumbai,Burglary,3,34.056864559729696,-118.24377928587454
2023-07-26,Mumbai,Theft,24,34.044160796557605,-118.2315347176745
2023-07-26,Mumbai,Assault,9,34.049050395875454,-118.24723951387674
2023-07-26,Mumbai,Vandalism,12,34.06613924530541,-118.25188475086132
2023-07-26,Mumbai,Burglary,9,34.04024424671776,-118.25032517146307
2023-07-27,Mumbai,Theft,23,34.07034649167323,-118.24149676708308
2023-07-27,Mumbai,Assault,11,34.04832915755525,-118.23434026840737
2023-07-27,Mumbai,Vandalism,9,34.06314934055642,-118.22532057970008
2023-07-27,Mumbai,Burglary,7,34.05642143692195,-118.24414627623068
2023-07-28,Mumbai,Theft,23,34.03671738331769,-118.23593912627138
2023-07-28,Mumbai,Assault,13,34.05236620981362,-118.2348601683953
2023-07-28,Mumbai,Vandalism,11,34.04901819282473,-118.2463601669556
2023-07-28,Mumbai,Burglary,8,34.05518814224908,-118.23183784265598
2023-07-29,Mumbai,Theft,22,34.04436915275165,-118.24152663152316
2023-07-29,Mumbai,Assault,13,34.036161330452025,-118.2390719354082
2023-07-29,Mumbai,Vandalism,7,34.051913183413625,-118.22976284435582
2023-07-29,Mumbai,Burglary,10,34.0357490274586,-118.24011765405986
2023-07-30,Mumbai,Theft,36,34.05915745792473,-118.24178557952656
2023-07-30,Mumbai,Assault,9,34.02938337927579,-118.25481850706664
2023-07-30,Mumbai,Vandalism,23,34.051168719376484,-118.2488902571892
2023-07-30,Mumbai,Burglary,13,34.065783571664305,-118.23306564278133
2023-07-31,Mumbai,Theft,24,34.03744387253617,-118.23248049508084
2023-07-31,Mumbai,Assault,10,34.03682496781765,-118.24271175954983
2023-07-31,Mumbai,Vandalism,11,34.04432241742379,-118.24503675914656
2023-07-31,Mumbai,Burglary,5,34.05210917205904,-118.26127423370404
2023-08-01,Mumbai,Theft,22,34.06139186153677,-118.25429340687276
